city,name,stars,total_reviews,avg_stars
"Madeira Beach","Café de Bangkok",4.5,178,4.5
"Madeira Beach","Caddy’s - Madeira Beach",3.5,178,3.5
"Madeira Beach","Addicted To The Bean",3.5,166,3.5
"Madeira Beach","Ocean Breeze Grill",3,130,3
"Madeira Beach","Rusty Anchor John's Pass",4,106,4
"Madeira Beach","Hinata Japanese Steakhouse and Seafood",4,102,4
"Madeira Beach",Osaka,4,98,4
"Madeira Beach","Buckets Eatery",5,86,5
"Madeira Beach","Castaways Beach Bar",3.5,84,3.5
"Madeira Beach","Little Europe",4,82,4
"Madeira Beach",McDonald's,1.5,80,1.5
"Madeira Beach",Alma,4,76,4
"Madeira Beach","Cuban Paradise Cigar & Cafe",4.5,74,4.5
"Madeira Beach","Off the Hook Beach Bistro",4.5,72,4.5
"Madeira Beach","Lucky Lizard Tap House",4.5,68,4.5
"Madeira Beach","The Sand Bar",4.5,60,4.5
"Madeira Beach","Gia's Blue Water Taqueria",5,60,5
"Madeira Beach","O'Shucks Seafood & Grill",3.5,58,3.5
"Madeira Beach","Original Pizza",3.5,56,3.5
"Madeira Beach","South Beach Bar & Grille",3,56,3
"Madeira Beach","Sushi Shoya",4,54,4
"Madeira Beach","Deano’s Beach Kitchen",5,54,5
"Madeira Beach","Key West Shrimp",4.5,44,4.5
"Madeira Beach","John's Pass Village",4,42,4
"Madeira Beach",GRITS,3.5,38,3.5
"Madeira Beach","John's Pass Grille",4,38,4
"Madeira Beach","Ember Rooftop Lounge at the Cambria Madeira Beach",4.5,34,4.5
"Madeira Beach","Slow Roasted",4.5,32,4.5
"Madeira Beach","Beach Bites Cafe fla",4,30,4
"Madeira Beach","Surf and Turf Beachside",4,28,4
"Madeira Beach","Herta's Creperie Cafe",4.5,24,4.5
"Madeira Beach","Latitude's  Waterfront Bar and Grille",3,24,3
"Madeira Beach","Coastal Taco",4.5,22,4.5
"Madeira Beach",Brew...mostly,4.5,18,4.5
"Madeira Beach",Lattitudes,3,14,3
"Madeira Beach","Nirvana Cafe & Juice Bar",4,12,4
"Madeira Beach","Island Joe's Beach Cafe",4.5,12,4.5
"Madeira Beach","The Old Oar House",4.5,12,4.5
"Madeira Beach",Sho-Ya,3.5,10,3.5
Mango,Wasabi,3,80,3
Masaryktown,"Cafe Masaryktown",4.5,210,4.5
"N Redngtn Bch","Wine Cellar Restaurant",3.5,22,3.5
"New Port Richey",Toast,4.5,504,4.5
"New Port Richey","Zen Forrest",4,452,4
"New Port Richey","Johnny Grits Southern Fresh",3.5,448,3.5
"New Port Richey","Caposey's Whole Works",4.5,424,4.5
"New Port Richey","Capital Tacos",4,422,4
"New Port Richey","Central Park Family Restaurant",4,392,4
"New Port Richey","El Cerrito Mexican Restaurant & Grill",4,386,4
"New Port Richey","Thai Samurai",4,356,4
"New Port Richey","Joey's New York Pizza and Italian Restaurant",3.5,348,3.5
"New Port Richey","Buffalo Wild Wings",3,344,3
"New Port Richey","Sioux City Steakhouse",3,338,3
"New Port Richey","FlameStone American Grill",4,328,4
"New Port Richey",Koizi,3,308,3
"New Port Richey","Rossi Ristorante Italiano",4,304,4
"New Port Richey","Joey's New York Pizza and Italian Restaurant",4,298,4
"New Port Richey",BurgerFi,3.5,290,3.5
"New Port Richey","The Fish Guy",4,286,4
"New Port Richey","Kazu's Sushi",4,284,4
"New Port Richey","Grille One Nine",3.5,280,3.5
"New Port Richey","Brix 33 Fine Wines and Bistro",4.5,240,4.5
"New Port Richey","The Social",4,238,4
"New Port Richey","Taso Italiano",3.5,236,3.5
"New Port Richey","Nam's Sushi 54",4.5,232,4.5
"New Port Richey",Carmelitas,3.5,230,3.5
"New Port Richey","Outback Steakhouse",3,216,3
"New Port Richey","Old Bay Cafe",4.5,212,4.5
"New Port Richey","Los Magueyes Mexican Grill",4,198,4
"New Port Richey","Leaning Tower of Pizza",4,196,4
"New Port Richey","Widow Fletcher's",3,194,3
"New Port Richey","Estela's Family Cantina",3.5,190,3.5
"New Port Richey","Thai Bistro",4,184,4
"New Port Richey","Pit Boss Bar-B-Q",3.5,184,3.5
"New Port Richey","Dulcet Restaurant & Lounge",3.5,184,3.5
"New Port Richey","Niko's Place Restaurant & Bar",4,180,4
"New Port Richey","Sam's New York Pizza",3.5,178,3.5
"New Port Richey","Rocky's Philly Cheesesteaks and Hoagies",4,176,4
"New Port Richey","Seven Springs Souvlaki",4.5,176,4.5
"New Port Richey","Ichiban Sushi",3,168,3
"New Port Richey","Winghouse - New Port Richey",3,164,3
"New Port Richey","Fiddlers Green Irish Pub & Eatery",3.5,156,3.5
"New Port Richey","Trinity Seafood Market",4.5,154,4.5
"New Port Richey","Anthony's Italian Restaurant",3.5,154,3.5
"New Port Richey","First Watch",4,150,4
"New Port Richey","Cracker Barrel Old Country Store",3.5,148,3.5
"New Port Richey","Kumo Japanese Steakhouse & Sushi",3.5,146,3.5
"New Port Richey","Boulevard Family Restaurant",4,146,4
"New Port Richey","Tijuana Flats",3.5,138,3.5
"New Port Richey","Panera Bread",2.5,138,2.5
"New Port Richey","The Stadium",3.5,138,3.5
"New Port Richey","Slice of Life Pizzeria",3.5,136,3.5
"New Port Richey","Varsity Club Sports Bar Trinity",3,134,3
"New Port Richey","Herschel's Scratch Kitchen",4.5,134,4.5
"New Port Richey","Applebee's Grill + Bar",2.5,134,2.5
"New Port Richey","Little Greek Fresh Grill",4,134,4
"New Port Richey","Ruby Tuesday",3.5,134,3.5
"New Port Richey","The Westside Deli",5,132,5
"New Port Richey","Mr Pastrami",4.5,130,4.5
"New Port Richey","Breakfast Station",4.5,128,4.5
"New Port Richey","Oasis Coffee Spot",4.5,126,4.5
"New Port Richey","Penguin Pretzel Factory",4.5,124,4.5
"New Port Richey","Mediterranean Grille",4.5,122,4.5
"New Port Richey","Sonny's BBQ",3.5,116,3.5
"New Port Richey","Fitzgerald's Irish Tavern",4,114,4
"New Port Richey",McDonald's,2,112,2
"New Port Richey","Madison Restaurant",3.5,110,3.5
"New Port Richey","Stassi's Italian Grill",3.5,106,3.5
"New Port Richey","San Miguel",4.5,104,4.5
"New Port Richey","Roses Bistro Off Main",4,100,4
"New Port Richey",Wawa,3.5,98,3.5
"New Port Richey","Cristiano's Pizza And Pasta",3.5,96,3.5
"New Port Richey","Christina's Restaurant",4,94,4
"New Port Richey","GiGi's Pizza & Pasta",4,92,4
"New Port Richey","Country Pizza & Italian Grill",3.5,90,3.5
"New Port Richey","Chipotle Mexican Grill",2,90,2
"New Port Richey","China Wok",4,88,4
"New Port Richey","Lonzalos Pizzeria & Restaurant",3.5,88,3.5
"New Port Richey","Latino’s Cuisine",4.5,86,4.5
"New Port Richey",McDonald's,1.5,82,1.5
"New Port Richey","Amici Pizza II",4,80,4
"New Port Richey","Beef 'O' Brady's",3,78,3
"New Port Richey","A. R. French Pizzeria & Tavern",3.5,78,3.5
"New Port Richey",Sip,4.5,78,4.5
"New Port Richey",Denny's,2.5,76,2.5
"New Port Richey","Grand Plaza Cafe",4,76,4
"New Port Richey","Volo Di Ragazzi's Italian Restaurant & Pizzeria",3.5,76,3.5
"New Port Richey","East Main Street Coffee and Sandwich Shop",4.5,76,4.5
"New Port Richey","Taco Bell",2,76,2
"New Port Richey","Chef Ken's Smokehouse BBQ",3.5,74,3.5
"New Port Richey","Breakfast Station",4,70,4
"New Port Richey","Grand Deli & Subs",4,68,4
"New Port Richey","Grandma Sally's",4,68,4
"New Port Richey","Dockside Grille",2.5,68,2.5
"New Port Richey","Kawa Japanese Steak House & Sushi",3,68,3
"New Port Richey","St Angelos Pizza And Wings",3.5,68,3.5
"New Port Richey","Boulevard Beef & Ale",3,68,3
"New Port Richey","Best of Philly Cheesesteak House",4,68,4
"New Port Richey","Olivia's Subs and Pizza",4,66,4
"New Port Richey","Bourbon on Main",3.5,64,3.5
"New Port Richey","Firehouse Subs",3,62,3
"New Port Richey","Booming Express",2.5,60,2.5
"New Port Richey","Starz Cafe II",4,60,4
"New Port Richey","The Breakfast Grille",4,60,4
"New Port Richey","Breeze 19 Kitchen Bar",2.5,58,2.5
"NEW PORT RICHEY",IHOP,2.5,58,2.5
"New Port Richey","Dairy Queen Grill & Chill",2,56,2
"New Port Richey","Top Dog Grill",4.5,56,4.5
"New Port Richey","New China",2.5,56,2.5
"New Port Richey",Melt'd,4.5,56,4.5
"New Port Richey","Morty's Pizza",4,56,4
"New Port Richey","Panda Chinese Restaurant",3.5,56,3.5
"New Port Richey","Vampire Penguin",4.5,54,4.5
"New Port Richey","Fairway Pizza Too",3,52,3
"New Port Richey","Pizza Hut",2,52,2
"New Port Richey","Bagel Queen",3,52,3
"New Port Richey","Seaside Inn",3,52,3
"New Port Richey","Apps & Tapps Trinity",2.5,50,2.5
"New Port Richey",Arby's,2.5,50,2.5
"New Port Richey","Jersey Boy's Deli",4.5,50,4.5
"New Port Richey","PDQ Trinity",3.5,48,3.5
"New Port Richey","Frankie's Raw Bar",4.5,48,4.5
"New Port Richey","Famous Sal's Pizza - New Port Richey",3.5,48,3.5
"New Port Richey","Mozzini's Pizza",4.5,48,4.5
"New Port Richey","Beef 'O' Brady's",2.5,46,2.5
"New Port Richey","City Subs and More",4.5,46,4.5
"New Port Richey","Railroad Subs & Bakery",4,46,4
"New Port Richey",Dunkin',2,46,2
"New Port Richey",KFC,2,46,2
"New Port Richey","Delicias Latinas",3.5,44,3.5
"New Port Richey","Jimmy's Boulevard Restaurant",4,42,4
"New Port Richey","StarOPolska Kuchnia",3.5,42,3.5
"New Port Richey","The Golden Tequila Mexican Restaurant",3.5,42,3.5
"New Port Richey","Zaxby's Chicken Fingers & Buffalo Wings",4.5,42,4.5
"New Port Richey","Not Your Mommas BBQ",5,42,5
"New Port Richey","Susie's Too Family Restaurant",3,40,3
"New Port Richey","La Paisita Market",4.5,40,4.5
"New Port Richey","Waffle House",4.5,40,4.5
"New Port Richey","Hilltop Cafe",4,40,4
"New Port Richey","China King",3,40,3
"New Port Richey","Top China",3.5,40,3.5
"New Port Richey","Hibachi Express New Port Richey",4,40,4
"New Port Richey","Grain and Berry - Trinity",3.5,40,3.5
"New Port Richey","Michael's Deli & Produce",4.5,40,4.5
"New Port Richey","La Alameda",4,38,4
"New Port Richey","Jersey Mike's Subs",3,38,3
"New Port Richey","Brisas del Valle #2",4,38,4
"New Port Richey","Gator Sushi Grill & Buffet",2,38,2
"New Port Richey",KFC,1.5,38,1.5
"New Port Richey","Seven Springs Golf and Country Club",3.5,36,3.5
"New Port Richey","Dairy Queen Grill & Chill",2.5,36,2.5
"New Port Richey","China Dragon",3,34,3
"New Port Richey","Caruso's Pizza NY Style 2",3.5,34,3.5
"New Port Richey",Juan-A-Taco,4,34,4
"New Port Richey","Hungry Howie's Pizza & Subs",2,32,2
"New Port Richey","Kaffeina Coffee",5,32,5
"New Port Richey",Wendy's,2.5,30,2.5
"New Port Richey","Roger’s Chicago Untouchables",4,30,4
"New Port Richey","Johnny's pizza",4,30,4
"New Port Richey",Wendy's,2,30,2
"New Port Richey","China Gate Restaurant",3,30,3
"New Port Richey","Panda Express",3,28,3
"New Port Richey","The Cheese Lodge",4.5,26,4.5
"New Port Richey","Downtown Gyro and Seafood",2.5,26,2.5
"New Port Richey","Hiro's Tokyo Japanese Steak House & Sushi Bar",2.5,26,2.5
"New Port Richey",Mezzaluna,2.5,26,2.5
"New Port Richey","Estela's Mexican Restaurant",3.5,26,3.5
"New Port Richey","Crustacean Station",4,26,4
"New Port Richey","New Shanghai Take Out",3,26,3
"New Port Richey","Lily's Tacos To Go",4.5,26,4.5
"New Port Richey","The Corner Family Restaurant",3.5,26,3.5
"New Port Richey","Burger King",2,26,2
"New Port Richey","Vinny D's Pizza & Soda To Go",4.5,26,4.5
"New Port Richey","Papa John's Pizza",2.5,24,2.5
"New Port Richey","Amore's Fresh Slice Pizza",3.5,24,3.5
"New Port Richey","Bank & Main",5,24,5
"New Port Richey",Checkers,2.5,24,2.5
"New Port Richey","Louis Pappas Fresh Greek",3.5,24,3.5
"New Port Richey","Hot Wok",3.5,24,3.5
"New Port Richey","Scoreboard Sports Bar & Grill",3.5,22,3.5
"New Port Richey","Burger King",1.5,22,1.5
"New Port Richey","Domino's Pizza",4,22,4
"New Port Richey",Wendy's,3.5,20,3.5
"New Port Richey","Nickel's Diner",4,20,4
"New Port Richey","Whole Note Acres",4.5,20,4.5
"New Port Richey","Spartan Manor",4,20,4
"New Port Richey","Stout's Cafe",4,18,4
"New Port Richey","Goral Polish Deli",4,18,4
"New Port Richey","Anchor's Bar and Grille",2.5,18,2.5
"New Port Richey","Masa Sub and Grill With A Touch Of Mediterranean",4,18,4
"New Port Richey","Taco Bell",3.5,18,3.5
"New Port Richey",McDonald's,3.5,16,3.5
"New Port Richey",Subway,2,16,2
"New Port Richey","Cornerstone Pizza Company",3,16,3
"New Port Richey","Cricks 54",3.5,16,3.5
"New Port Richey","The Gatsby Hideaway And Cafe",4.5,16,4.5
"New Port Richey","Alli Gators",3,16,3
"New Port Richey","Chicagos Untouchables NPR",2.5,14,2.5
"New Port Richey","Jeannie's Diner Restaurant",3,14,3
"New Port Richey","Hungry Howie's Pizza & Subs",2.5,14,2.5
"New Port Richey","Tokyo Japanese Steak House",2,14,2
"New Port Richey","Little Caesars Pizza",1,14,1
"New Port Richey","Paella & Tapas",5,14,5
"New Port Richey","Clean Juice Trinity",4.5,14,4.5
"New Port Richey","Nonno's Italian Pizza",4.5,14,4.5
"New Port Richey","Barnhills Buffet",2,12,2
"New Port Richey","Golden House",3,12,3
"New Port Richey","Venom's Back Room Bar & Grill",3.5,12,3.5
"New Port Richey","Smith's Cafe",4.5,12,4.5
"New Port Richey","Run Away Pizza",4.5,12,4.5
"New Port Richey","Angie's Pizza",3,12,3
"New Port Richey","Taj Mahal Curry",4,12,4
"New Port Richey","El Ranchito Toluca",2.5,12,2.5
"New Port Richey","Marco's Pizza",2.5,12,2.5
"New Port Richey","Little Road Farm Stand",4,10,4
"New Port Richey","Jilly's Tavern",3.5,10,3.5
"New Port Richey",Subway,3,10,3
"New Port Richey","Main Street Bakery NPR",4.5,10,4.5
"New Port Richey","Hometown Buffet",1,10,1
"New Port Richey","Zesty Tsunami",4,10,4
"New Port Richey","Juan's Black Beans Cafe",2.5,10,2.5
"New Port Richey","Gulf Harbors Beach Club",3,10,3
"New Port Richey","Vincenzo's Ristorante",3.5,10,3.5
"North Redington Bch","Conch Republic Grill",4,2350,4
"North Redington Beach","Sweet Sage Cafe & Boutique",4.5,1162,4.5
"North Redington Beach","Frog Pond",4,836,4
"North Redington Beach","Mangos Restaurant & Tiki Bar",3.5,326,3.5
"North Redington Beach","Burrito Social",3.5,172,3.5
"North Redington Beach","Coastal Pizza Kitchen",4.5,140,4.5
"North Redington Beach","Momma Jammz",4.5,124,4.5
"North Redington Beach","3D Sushi Thai Lao",4.5,42,4.5
"North Redington Beach","Dunkin' Donuts",3,34,3
"North Redington Beach","Foodies Country Cafe",3,28,3
"North Redington Beach","KC Sunshine Grill",4,22,4
"North Redington Beach","My Happy Place Cafe",4.5,20,4.5
"North Redington Beach","Cafe de Marco",4.5,18,4.5
"North Redington Beach","Kala' Bites & Brews",5,12,5
Odessa,"Three Brothers Pizza",4.5,432,4.5
Odessa,"Vallarta's Mexican Restaurant",3.5,248,3.5
Odessa,"Toast-Citrus Park",4,192,4
Odessa,"Big Storm Brewery - Odessa",4.5,168,4.5
Odessa,"G Peppers Grill & Tavern",4,164,4
Odessa,Chili's,2.5,132,2.5
Odessa,"E Sushi Odessa",4,110,4
Odessa,"Keystone Cafe",3.5,110,3.5
Odessa,"Pappas Ranch",2.5,98,2.5
Odessa,"Beef 'O' Brady's",3.5,94,3.5
Odessa,"Citrus Park Brewery - House of Beer",4.5,84,4.5
Odessa,"Keystone Korner",4.5,76,4.5
Odessa,Dunkin',2,74,2
Odessa,Culver's,3.5,72,3.5
Odessa,"Santelli Pizza & Pasta",4,70,4
Odessa,"Moe's Southwest Grill",2,60,2
Odessa,McDonald's,2,58,2
Odessa,"Capriotti's Sandwich Shop",4,56,4
Odessa,"Pro tech Electronic Monitoring",3,54,3
Odessa,"Chicken Salad Chick",4.5,46,4.5
Odessa,"The Eagles Golf Club",3.5,44,3.5
Odessa,"Tommy's Paradise",3,44,3
Odessa,"Bell's Tap And Tavern",4.5,36,4.5
Odessa,"Pizza 54",4.5,36,4.5
Odessa,"Fred's BBQ",3.5,34,3.5
Odessa,"Odessa Family Restaurant",2.5,34,2.5
Odessa,McDonald's,2.5,32,2.5
Odessa,Hooters,3.5,32,3.5
Odessa,"China Chef",3.5,30,3.5
Odessa,"New China",3,30,3
Odessa,"Burger King",3,28,3
Odessa,"Domino's Pizza",2.5,26,2.5
Odessa,Wendy's,2.5,26,2.5
Odessa,"Pizza Hut",2.5,24,2.5
Odessa,"Sweet Southern Heat BBQ",5,20,5
Odessa,"Publix Super Markets",4,18,4
Odessa,"Angela's Pizza",2.5,16,2.5
Odessa,"Emmie's Corner",3.5,16,3.5
Odessa,Wawa,3,14,3
Odessa,Subway,4,12,4
Odessa,"Son of a Chef - Curbside Dining",5,10,5
Oldsmar,"Craft Street Kitchen - Oldsmar",4.5,2026,4.5
Oldsmar,"Flamestone American Grill",4,1038,4
Oldsmar,"Shaker & Peel",4.5,712,4.5
Oldsmar,"Hot Tuna Sushi Bar & Grille",4.5,634,4.5
Oldsmar,"Wooden Ladle Noodle Shop",3.5,614,3.5
Oldsmar,"Salt Rock Tavern",4,614,4
Oldsmar,"Rumba Island Bar & Grill",4,488,4
Oldsmar,"Pacific Thai Cuisine",4.5,486,4.5
Oldsmar,"City Fish Grill",3.5,408,3.5
Oldsmar,"Green Market Cafe",3.5,400,3.5
Oldsmar,"Desi Tadka Indian Cuisine",4,338,4
Oldsmar,"Beachwood Seafood Kitchen & Bar",4,338,4
Oldsmar,"Chef Li",4,336,4
Oldsmar,"Rawk Star Cafe",5,336,5
Oldsmar,"Casa Cosenza",4,334,4
Oldsmar,"Aki Sushi",4,312,4
Oldsmar,"Daddy's Grill",3,286,3
Oldsmar,"Buffalo Wild Wings",2.5,280,2.5
Oldsmar,"Suegra Tequila Cantina",3.5,264,3.5
Oldsmar,"Nosh Cafe",4.5,230,4.5
Oldsmar,"Rosati's Pizza",3.5,222,3.5
Oldsmar,"Tijuana Flats",3.5,200,3.5
Oldsmar,"Oishi Sushi & Thai",4.5,196,4.5
Oldsmar,"Zapata's Mexican Bar & Grill",3.5,188,3.5
Oldsmar,"First Watch",4,186,4
Oldsmar,"Eve's Family Restaurant",3.5,182,3.5
Oldsmar,"Whiskey Wings",3.5,176,3.5
Oldsmar,"Poké Island Plus",5,172,5
Oldsmar,"Pollo Tropical",2.5,168,2.5
Oldsmar,"Ruby Tuesday",2.5,166,2.5
Oldsmar,"Steak ’n Shake",2.5,156,2.5
Oldsmar,Chick-fil-A,3,150,3
Oldsmar,"Oldsmar Smokin' BBQ",4.5,146,4.5
Oldsmar,"My Greek Corner",4.5,146,4.5
Oldsmar,"Da Burger Joint",4,134,4
Oldsmar,"Applebee's Grill + Bar",2.5,130,2.5
Oldsmar,"The Brass Tap",3,114,3
Oldsmar,"bd's Mongolian Grill",3.5,114,3.5
Oldsmar,"China King",3.5,112,3.5
Oldsmar,"Panera Bread",2.5,110,2.5
Oldsmar,"El Paso Mexican Restaurant",3.5,106,3.5
Oldsmar,"Joes Farm Fresh Produce Market",4.5,102,4.5
Oldsmar,"Egg Style",3,100,3
Oldsmar,Chili's,3.5,100,3.5
Oldsmar,"Moe's Southwest Grill",2.5,96,2.5
Oldsmar,"Jersey Mike's Subs",4,92,4
Oldsmar,"Famous Pizza",3,90,3
Oldsmar,"Cafe Mezze",4.5,84,4.5
Oldsmar,Dunkin',1.5,80,1.5
Oldsmar,"Andy's On the Bay",4,78,4
Oldsmar,McDonald's,2,76,2
Oldsmar,"The Great Catch Oldsmar",3.5,74,3.5
Oldsmar,"Dairy Queen",3,68,3
Oldsmar,"Spin And Slice Pizza",4.5,64,4.5
Oldsmar,"Bean Arrow Coffee",4,60,4
Oldsmar,"Big Bok Choy Bistro",4,60,4
Oldsmar,KFC,1.5,56,1.5
Oldsmar,"Jimmy John's",3,56,3
Oldsmar,"Georgia Boy's Bar B-Que",3.5,56,3.5
Oldsmar,Subway,2,48,2
Oldsmar,"Pit Stop Southern Style Barbeque",4,48,4
Oldsmar,"Juans Mexican Grill",4.5,46,4.5
Oldsmar,"Fratelli Italian Restaurant & Bar",3.5,40,3.5
Oldsmar,"Domino's Pizza",2.5,40,2.5
Oldsmar,"Rick's Warehouse Deli",4,40,4
Oldsmar,"Beef 'O' Brady's -  Oldsmar",3.5,40,3.5
Oldsmar,"Oldsmar Tap House",4,40,4
Oldsmar,"Taco Bell",1.5,38,1.5
Oldsmar,Hennessey's,3.5,38,3.5
Oldsmar,"Chicago's Stuffed Pizza",2,34,2
Oldsmar,"Salsas Mexican Restaurant",3,32,3
Oldsmar,"Dominic's Italian Grille & Pizzeria",3.5,32,3.5
Oldsmar,"BeerCheez Craft Beer Bistro",3.5,32,3.5
Oldsmar,"Botan Sushi",4.5,30,4.5
Oldsmar,Wendy's,2.5,30,2.5
Oldsmar,"Hungry Howie's Pizza & Subs",2.5,28,2.5
Oldsmar,"Julis Mexican Restaurant",5,26,5
Oldsmar,"Penguin Pretzel Factory",4,26,4
Oldsmar,"SKARA A Greek Taverna",1.5,22,1.5
Oldsmar,"East Lake Woodlands Country Club",2.5,20,2.5
Oldsmar,"Yo Yo Sushi",3.5,18,3.5
Oldsmar,"Oldsmar Cop Shop",3,16,3
Oldsmar,"5th Element - Taste of India",3.5,16,3.5
Oldsmar,"Aqua Vitae Italian Restaurant",2,12,2
Oldsmar,"Baskin Robbins",2,12,2
Oldsmar,"McAnderson's House of Brews",4,10,4
Oldsmar,"Trailers A Go Go",4,10,4
Ozona,"Molly Goodhead's Raw Bar & Restaurant",4,594,4
Ozona,"Courtyard Cafe",4.5,38,4.5
Ozona,"Joe's Kitchen",4.5,18,4.5
"Palm Harbor","Lucky Dill Deli",3.5,1930,3.5
"Palm Harbor","Ozona Blue Grilling",3.5,1006,3.5
"Palm Harbor","The Thirsty Marlin",4,802,4
"Palm Harbor","Mystic Fish Seafood Grill & Bar",4.5,740,4.5
"Palm Harbor","Local Brewing",3,508,3
"Palm harbor","Detroit Coney Island",4.5,492,4.5
"Palm Harbor","Fireside Pizza Cafe",4,468,4
"Palm Harbor","Cosmic Donuts",4,444,4
"Palm Harbor",Positano's,4,430,4
"Palm Harbor","The Ozona Pig",4,420,4
"Palm Harbor","Iron Oak New American BBQ",3.5,390,3.5
"Palm Harbor","Joey's New York Pizza and Italian Restaurant",3.5,366,3.5
"Palm Harbor","Flapjacks Pancake House",4,342,4
"Palm Harbor","Casa Ludovico",4,342,4
"Palm Harbor","East Lake Cafe",4,334,4
"Palm Harbor","Lagerhaus Brewery & Grill",3.5,310,3.5
"Palm Harbor","New England's Ale House Grille",3,302,3
"Palm Harbor","Glory Days Grill",3.5,298,3.5
"Palm Harbor","Giovanni's Fresh Kitchen",4.5,276,4.5
"Palm Harbor","Catcher and the Rye",3.5,276,3.5
"Palm Harbor","Amarit Thai Restaurant",4,274,4
"Palm Harbor","Outback Steakhouse",3,270,3
"Palm Harbor","Mike's Sushi & Sake Bar",4.5,266,4.5
"Palm Harbor","Bunga Raya Restaurant & Sushi Bar",4,266,4
"Palm Harbor","Coolside Gelato Bar",5,260,5
"Palm Harbor","Chicken Salad Chick",4,252,4
"Palm Harbor","The Pint and Brew-Palm Harbor",4.5,248,4.5
"Palm Harbor","Peggy O's Kitchen & Taps",3,248,3
"Palm Harbor","Ozona Pizza",3.5,246,3.5
"Palm Harbor","Shogun Japanese Restaurant",4.5,236,4.5
"Palm Harbor",Sip85,4.5,234,4.5
"Palm Harbor","Tiffany's Restaurant",3.5,232,3.5
"Palm Harbor","First Watch",4,232,4
"Palm Harbor",Fin's,4,220,4
"Palm Harbor","Carrabba's Italian Grill",3,220,3
"Palm Harbor","Magnolia Grille",4,216,4
"Palm Harbor","Saki Endless Sushi & Hibachi Eatery",3,210,3
"Palm Harbor","WingHouse Bar & Grill",3,210,3
"Palm Harbor","Sonny's BBQ",3.5,210,3.5
"Palm Harbor","Sweet Tomatoes",3.5,208,3.5
"Palm Harbor","Salty Lime Cantina",4.5,206,4.5
"Palm Harbor","Tacos Flacos & Cantina",3.5,204,3.5
"Palm Harbor","LongHorn Steakhouse",4,204,4
"Palm Harbor","Fairway Pizza & Sports Page Pub",3,202,3
"Palm Harbor","Leo's Italian Grill",2.5,200,2.5
"Palm Harbor","Snappers Grill & Comedy Club",3.5,198,3.5
"Palm Harbor","Varsity Club",3,198,3
"Palm Harbor","Ohana Cafe",4,198,4
"Palm Harbor","Sweet Caroline's Bakery & Cafe",4.5,198,4.5
"Palm Harbor","Gyro King",3.5,198,3.5
"Palm Harbor","Vetture's Pizzeria and Restaurant",3.5,194,3.5
"Palm Harbor","Sakura Sushi",4.5,186,4.5
"Palm Harbor","Rocky Mountain Subs",5,184,5
"Palm Harbor","Bogota Kitchen & Bar",3,184,3
"Palm Harbor","Three Brothers Pizza - Palm Harbor",4.5,184,4.5
"Palm Harbor","Little Greek",4,182,4
"Palm Harbor","Bar Fly Palm Harbor",4.5,182,4.5
"Palm Harbor","Tum Rub Thai",4,178,4
"Palm Harbor",Bawarchi,3.5,174,3.5
"Palm Harbor","Consciousness Blossoms",4.5,172,4.5
"Palm Harbor",Massimo's,4.5,168,4.5
"Palm Harbor","Thai Nana Restaurant",3.5,166,3.5
"Palm Harbor","Gino's NY Style Pizza",4,164,4
"Palm Harbor","The Green Table Restaurant",4.5,164,4.5
"Palm Harbor","Faceless Samurai",4,154,4
"Palm Harbor","Garden Grille Cafe",4,146,4
"Palm Harbor","Discovery Indian Cuisine",4.5,146,4.5
"Palm Harbor","Gino's New York Pizzeria Tampa Road",3,144,3
"Palm Harbor","Pho Bowl - Palm Harbor",4.5,144,4.5
"Palm Harbor","Wabi Sabi Japanese Fusion Cafe",4,140,4
"Palm Harbor","Harvey's Sandwich & Salads",4.5,136,4.5
"Palm Harbor","Dairy Rich Creamery",4.5,128,4.5
"Palm Harbor","Plaza Mexico Restaurant Bar & Grill",4,126,4
"Palm Harbor","Chipotle Mexican Grill",2.5,122,2.5
"Palm Harbor","Reel Bbq",4.5,120,4.5
"Palm Harbor","El Texano",3,120,3
"Palm Harbor","Westshore Pizza",2.5,120,2.5
"Palm Harbor","Bagel Guys",4,118,4
"Palm Harbor","Takee Outee",3,118,3
"Palm Harbor","Shlomo Gourmet",3,118,3
"Palm Harbor","Quirky Fork Cafe",4.5,116,4.5
"Palm Harbor",Chick-fil-A,3,112,3
"Palm Harbor","Canes Cafe and Corner Store",5,112,5
"Palm Harbor","Chula's Mexican Grill - Palm Harbor",3.5,110,3.5
"Palm Harbor","Einstein Bros. Bagels",2.5,108,2.5
"Palm Harbor","Mixers Bar & Grill",3,108,3
"Palm Harbor","Emily's Family Restaurant",3.5,106,3.5
"Palm Harbor","Grill Fresh",4,104,4
"Palm Harbor","Marathon Grille",3.5,104,3.5
"Palm Harbor","Asian Kitchen",4,102,4
"Palm Harbor","Piper's Scratch Pizza Shop",5,102,5
"Palm Harbor","Fish Bowl",5,100,5
"Palm Harbor","Ricks Pizza Of Palm Harbor",4,98,4
"Palm Harbor","Yama-Taiyo Japanese Cuisine & Sushi Bar",4,98,4
"Palm Harbor","Dominic's Italian Grille",3.5,96,3.5
"Palm Harbor",Starbucks,3,94,3
"Palm Harbor",Freshii,4,92,4
"Palm Harbor","Queen's Pizza",3,90,3
"Palm Harbor","Boyle's Backyard",4,88,4
"Palm Harbor","Yia Yia's Greek Express",4,82,4
